q_id,q_name,p_id,p_name,p_value,p_value_type
Q1977,Rivolet,P1539,female population,308.0,quantity
Q1977,Rivolet,P968,email address,mailto:rivolet.mairie@orange.fr,url
Q1977,Rivolet,P1329,phone number,+33-4-74-02-02-02,string
Q1977,Rivolet,P7867,category for maps,Category:Maps of Rivolet,wikibase-item
Q2003,Newfoundland and Labrador,P1151,topic's main Wikimedia portal,Portal:Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P17,country,Canada,wikibase-item
Q2003,Newfoundland and Labrador,P47,shares border with,Quebec,wikibase-item
Q2003,Newfoundland and Labrador,P36,capital,St. John's,wikibase-item
Q2003,Newfoundland and Labrador,P194,legislative body,General Assembly of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P373,Commons category,Newfoundland and Labrador,string
Q2003,Newfoundland and Labrador,P163,flag,flag of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P281,postal code,A,string
Q2003,Newfoundland and Labrador,P131,located in the administrative territorial entity,Canada,wikibase-item
Q2003,Newfoundland and Labrador,P421,located in time zone,Newfoundland Standard time,wikibase-item
Q2003,Newfoundland and Labrador,P910,topic's main category,Category:Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P31,instance of,province of Canada,wikibase-item
Q2003,Newfoundland and Labrador,P6,head of government,Tom Marshall,wikibase-item
Q2003,Newfoundland and Labrador,P1464,category for people born here,Category:Births in Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P1465,category for people who died here,Category:Death in Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P1740,category for films shot at this location,Category:Films shot in Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P1792,category of associated people,Category:People from Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P1313,office held by head of government,Premier of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P208,executive body,Executive Council of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P1082,population,526329.0,quantity
Q2003,Newfoundland and Labrador,P1343,described by source,Catholic Encyclopedia,wikibase-item
Q2003,Newfoundland and Labrador,P1365,replaces,Dominion of Newfoundland,wikibase-item
Q2003,Newfoundland and Labrador,P1456,list of monuments,list of National Historic Sites of Canada in Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P2633,geography of topic,geography of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P37,official language,English,wikibase-item
Q2003,Newfoundland and Labrador,P610,highest point,Mount Caubvick,wikibase-item
Q2003,Newfoundland and Labrador,P1589,lowest point,Arctic Ocean,wikibase-item
Q2003,Newfoundland and Labrador,P2046,area,405212.0,quantity
Q2003,Newfoundland and Labrador,P35,head of state,Charles III of the United Kingdom,wikibase-item
Q2003,Newfoundland and Labrador,P1906,office held by head of state,monarch of Canada,wikibase-item
Q2003,Newfoundland and Labrador,P5125,Wikimedia outline,outline of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P237,coat of arms,coat of arms of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P1791,category of people buried here,Category:Burials in Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P832,public holiday,The Twelfth,wikibase-item
Q2003,Newfoundland and Labrador,P2936,language used,Inuinnaqtun,wikibase-item
Q2003,Newfoundland and Labrador,P1299,depicted by,Eleanor Wallis Fonds,wikibase-item
Q2003,Newfoundland and Labrador,P2184,history of topic,history of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P30,continent,North America,wikibase-item
Q2003,Newfoundland and Labrador,P206,located in or next to body of water,Atlantic Ocean,wikibase-item
Q2003,Newfoundland and Labrador,P38,currency,Canadian dollar,wikibase-item
Q2003,Newfoundland and Labrador,P122,basic form of government,parliamentary democracy,wikibase-item
Q2003,Newfoundland and Labrador,P7867,category for maps,Category:Maps of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P8744,economy of topic,economy of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P9241,demographics of topic,demographics of Newfoundland and Labrador,wikibase-item
Q2003,Newfoundland and Labrador,P4841,total fertility rate,1.3007,quantity
Q2003,Newfoundland and Labrador,P2250,life expectancy,79.3,quantity
Q2003,Newfoundland and Labrador,P138,named after,João Fernandes Lavrador,wikibase-item
Q2003,Newfoundland and Labrador,P2131,nominal GDP,31580.0,quantity
Q2003,Newfoundland and Labrador,P2959,permanent duplicated item,Q111142629,wikibase-item
Q2003,Newfoundland and Labrador,P8687,social media followers,10800.0,quantity
Q2003,Newfoundland and Labrador,P1622,driving side,right,wikibase-item
Q2011,Gare de Lyon-Vaise,P373,Commons category,Gare de Lyon-Vaise,string
Q2011,Gare de Lyon-Vaise,P31,instance of,railway station,wikibase-item
Q2011,Gare de Lyon-Vaise,P131,located in the administrative territorial entity,Vaise,wikibase-item
Q2011,Gare de Lyon-Vaise,P17,country,France,wikibase-item
Q2011,Gare de Lyon-Vaise,P84,architect,François-Alexis Cendrier,wikibase-item
Q2011,Gare de Lyon-Vaise,P81,connecting line,Paris–Marseille railway,wikibase-item
Q2011,Gare de Lyon-Vaise,P197,adjacent station,Gare de Lyon-Perrache,wikibase-item
Q2011,Gare de Lyon-Vaise,P421,located in time zone,Central European Time,wikibase-item
Q2011,Gare de Lyon-Vaise,P137,operator,Société nationale des chemins de fer français,wikibase-item
Q2011,Gare de Lyon-Vaise,P281,postal code,69009,string
Q2011,Gare de Lyon-Vaise,P833,interchange station,Gare de Vaise,wikibase-item
Q2011,Gare de Lyon-Vaise,P2044,elevation above sea level,174.0,quantity
Q2011,Gare de Lyon-Vaise,P16,transport network,TER Auvergne-Rhône-Alpes,wikibase-item
Q2011,Gare de Lyon-Vaise,P5817,state of use,in use,wikibase-item
Q2011,Gare de Lyon-Vaise,P1192,connecting service,Q120094768,wikibase-item
Q2026,Chambost-Allières,P373,Commons category,Chambost-Allières,string
Q2026,Chambost-Allières,P17,country,France,wikibase-item
Q2026,Chambost-Allières,P281,postal code,69870,string
Q2026,Chambost-Allières,P131,located in the administrative territorial entity,Rhône,wikibase-item
Q2026,Chambost-Allières,P421,located in time zone,UTC+01:00,wikibase-item
Q2026,Chambost-Allières,P31,instance of,commune of France,wikibase-item
Q2026,Chambost-Allières,P2046,area,14.14,quantity
Q2026,Chambost-Allières,P47,shares border with,Lamure-sur-Azergues,wikibase-item
Q2026,Chambost-Allières,P1082,population,794.0,quantity
Q2026,Chambost-Allières,P1313,office held by head of government,Mayor of Chambost-Allières,wikibase-item
Q2026,Chambost-Allières,P7938,associated electoral district,canton of Tarare,wikibase-item
Q2026,Chambost-Allières,P1540,male population,431.0,quantity
Q2026,Chambost-Allières,P1539,female population,408.0,quantity
Q2026,Chambost-Allières,P8989,category for the view of the item,Category:Views of Chambost-Allières,wikibase-item
Q2026,Chambost-Allières,P8138,located in statistical territorial entity,Q108921573,wikibase-item
Q2026,Chambost-Allières,P968,email address,mailto:mairie@chambostallieres.fr,url
Q2026,Chambost-Allières,P1329,phone number,+33-4-74-60-15-79,string
Q2026,Chambost-Allières,P2900,fax number,+33-4-74-60-13-87,string
Q2026,Chambost-Allières,P7867,category for maps,Category:Maps of Chambost-Allières,wikibase-item
Q2032,Luxembourg District,P910,topic's main category,Category:Luxembourg District,wikibase-item
Q2032,Luxembourg District,P373,Commons category,Former Luxembourg District,string
Q2032,Luxembourg District,P17,country,Luxembourg,wikibase-item
Q2032,Luxembourg District,P36,capital,Luxembourg,wikibase-item
Q2032,Luxembourg District,P31,instance of,district of Luxembourg,wikibase-item
Q2032,Luxembourg District,P47,shares border with,Luxembourg,wikibase-item
Q2032,Luxembourg District,P131,located in the administrative territorial entity,Luxembourg,wikibase-item
Q2032,Luxembourg District,P1082,population,82498.0,quantity
Q2032,Luxembourg District,P2046,area,904.3,quantity
Q2032,Luxembourg District,P1464,category for people born here,Q20965049,wikibase-item
Q2032,Luxembourg District,P1889,different from,Luksemburg,wikibase-item
Q2052,ACF Fiorentina,P31,instance of,association football club,wikibase-item
Q2052,ACF Fiorentina,P118,league,Serie A,wikibase-item
Q2052,ACF Fiorentina,P115,home venue,Stadio Artemio Franchi (Florence),wikibase-item
Q2052,ACF Fiorentina,P286,head coach,Roberto Mancini,wikibase-item
Q2052,ACF Fiorentina,P373,Commons category,ACF Fiorentina,string
Q2052,ACF Fiorentina,P910,topic's main category,Category:ACF Fiorentina,wikibase-item
Q2052,ACF Fiorentina,P17,country,Italy,wikibase-item
Q2052,ACF Fiorentina,P641,sport,association football,wikibase-item
Q2052,ACF Fiorentina,P2184,history of topic,history of ACF Fiorentina,wikibase-item
Q2052,ACF Fiorentina,P6112,category for members of a team,Category:ACF Fiorentina players,wikibase-item
Q2052,ACF Fiorentina,P1830,owner of,FC Pune City,wikibase-item
Q2052,ACF Fiorentina,P6364,official color,purple,wikibase-item
Q2052,ACF Fiorentina,P8687,social media followers,42700.0,quantity
Q2052,ACF Fiorentina,P1343,described by source,Internetowa encyklopedia PWN,wikibase-item
Q2052,ACF Fiorentina,P1424,topic's main template,Template:Fb team Fiorentina,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P17,country,France,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P131,located in the administrative territorial entity,Lyon,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P31,instance of,railway station,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P373,Commons category,Gare de Lyon-Gorge-de-Loup,string
Q2059,Gare de Lyon-Gorge-de-Loup,P81,connecting line,Lyon-Saint-Paul - Montbrison line,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P1192,connecting service,Q120094781,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P197,adjacent station,railway station of Écully-la-Demi-Lune,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P421,located in time zone,Central European Time,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P1103,number of platform tracks,2.0,quantity
Q2059,Gare de Lyon-Gorge-de-Loup,P137,operator,Société nationale des chemins de fer français,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P281,postal code,69009,string
Q2059,Gare de Lyon-Gorge-de-Loup,P16,transport network,TER Auvergne-Rhône-Alpes,wikibase-item
Q2059,Gare de Lyon-Gorge-de-Loup,P5817,state of use,in use,wikibase-item
Q2073,Komi Republic,P36,capital,Syktyvkar,wikibase-item
Q2073,Komi Republic,P37,official language,Russian,wikibase-item
Q2073,Komi Republic,P373,Commons category,Komi,string
Q2073,Komi Republic,P17,country,Russia,wikibase-item
Q2073,Komi Republic,P163,flag,flag of the Komi Republic,wikibase-item
Q2073,Komi Republic,P237,coat of arms,coat of arms of the Komi Republic,wikibase-item
Q2073,Komi Republic,P421,located in time zone,Moscow Time,wikibase-item
Q2073,Komi Republic,P131,located in the administrative territorial entity,Russia,wikibase-item
Q2073,Komi Republic,P47,shares border with,Arkhangelsk Oblast,wikibase-item
Q2073,Komi Republic,P910,topic's main category,Category:Komi Republic,wikibase-item
Q2073,Komi Republic,P31,instance of,republic of Russia,wikibase-item
Q2073,Komi Republic,P1792,category of associated people,Category:People from the Komi Republic,wikibase-item
Q2073,Komi Republic,P395,licence plate code,11,string
Q2073,Komi Republic,P935,Commons gallery,Коми,string
Q2073,Komi Republic,P166,award received,Order of Friendship of Peoples,wikibase-item
Q2073,Komi Republic,P1082,population,856631.0,quantity
Q2073,Komi Republic,P2959,permanent duplicated item,Q13202742,wikibase-item
Q2073,Komi Republic,P1464,category for people born here,Q8058808,wikibase-item
Q2073,Komi Republic,P1465,category for people who died here,Q28972114,wikibase-item
Q2073,Komi Republic,P6,head of government,Sergey Gaplikov,wikibase-item
Q2073,Komi Republic,P2046,area,416800.0,quantity
Q2073,Komi Republic,P361,part of,Northwestern Federal District,wikibase-item
Q2073,Komi Republic,P1791,category of people buried here,Q7976460,wikibase-item
Q2073,Komi Republic,P1424,topic's main template,Template:Komi Republic,wikibase-item
Q2073,Komi Republic,P2936,language used,Nenets,wikibase-item
Q2073,Komi Republic,P7867,category for maps,Category:Maps of Komi,wikibase-item
Q2073,Komi Republic,P8744,economy of topic,economy of Komi,wikibase-item
Q2073,Komi Republic,P1365,replaces,Komi Autonomous Soviet Socialist Republic,wikibase-item
Q2073,Komi Republic,P85,anthem,National Anthem of the Komi Republic,wikibase-item
Q2096,Edmonton,P190,twinned administrative body,Harbin,wikibase-item
Q2096,Edmonton,P1151,topic's main Wikimedia portal,Portal:Edmonton,wikibase-item
Q2096,Edmonton,P17,country,Canada,wikibase-item
Q2096,Edmonton,P194,legislative body,Edmonton City Council,wikibase-item
Q2096,Edmonton,P237,coat of arms,coat of arms of Edmonton,wikibase-item
Q2096,Edmonton,P131,located in the administrative territorial entity,Alberta,wikibase-item
Q2096,Edmonton,P910,topic's main category,Category:Edmonton,wikibase-item
Q2096,Edmonton,P31,instance of,provincial or territorial capital city in Canada,wikibase-item
Q2096,Edmonton,P935,Commons gallery,Edmonton,string
Q2096,Edmonton,P138,named after,Edmonton,wikibase-item
Q2096,Edmonton,P1082,population,812201.0,quantity
Q2096,Edmonton,P1464,category for people born here,Q8079923,wikibase-item
Q2096,Edmonton,P1465,category for people who died here,Category:Deaths in Edmonton,wikibase-item
Q2096,Edmonton,P1740,category for films shot at this location,Category:Films shot in Edmonton,wikibase-item
Q2096,Edmonton,P1792,category of associated people,Category:People from Edmonton,wikibase-item
Q2096,Edmonton,P1376,capital of,Alberta,wikibase-item
Q2096,Edmonton,P2044,elevation above sea level,645.0,quantity
Q2096,Edmonton,P1343,described by source,Armenian Soviet Encyclopedia,wikibase-item
Q2096,Edmonton,P47,shares border with,St. Albert,wikibase-item
Q2096,Edmonton,P2046,area,767.85,quantity
Q2096,Edmonton,P610,highest point,Southwest Highland,wikibase-item
Q2096,Edmonton,P473,local dialing code,780,string
Q2096,Edmonton,P421,located in time zone,UTC−06:00,wikibase-item
Q2096,Edmonton,P281,postal code,T5,string
Q2096,Edmonton,P361,part of,Edmonton Metropolitan Region,wikibase-item
Q2096,Edmonton,P1313,office held by head of government,Mayor of Edmonton,wikibase-item
Q2096,Edmonton,P206,located in or next to body of water,North Saskatchewan River,wikibase-item
Q2096,Edmonton,P163,flag,flag of Edmonton,wikibase-item
Q2096,Edmonton,P1830,owner of,Belvedere station,wikibase-item
Q2096,Edmonton,P2184,history of topic,history of Edmonton,wikibase-item
Q2096,Edmonton,P2564,Köppen climate classification,humid continental climate,wikibase-item
Q2096,Edmonton,P6,head of government,Amarjeet Sohi,wikibase-item
Q2096,Edmonton,P373,Commons category,Edmonton,string
Q2096,Edmonton,P1325,external data available at URL,https://data.edmonton.ca/,url
Q2096,Edmonton,P968,email address,mailto:311@edmonton.ca,url
Q2096,Edmonton,P7867,category for maps,Category:Maps of Edmonton,wikibase-item
Q2096,Edmonton,P8402,open data portal,Edmonton Open Data,wikibase-item
Q2096,Edmonton,P1589,lowest point,North Saskatchewan River,wikibase-item
Q2096,Edmonton,P8744,economy of topic,economy of Edmonton,wikibase-item
Q2096,Edmonton,P1889,different from,Edmonton,wikibase-item
Q2096,Edmonton,P8687,social media followers,219777.0,quantity
Q2096,Edmonton,P9241,demographics of topic,demographics of Edmonton,wikibase-item
Q2096,Edmonton,P6591,maximum temperature record,37.2,quantity
Q2096,Edmonton,P7422,minimum temperature record,-49.4,quantity
Q2096,Edmonton,P7084,related category,Category:Edmonton-related lists,wikibase-item
Q2096,Edmonton,P1791,category of people buried here,Q32464369,wikibase-item
Q2096,Edmonton,P2131,nominal GDP,91570000000.0,quantity
Q2100,Duisburg,P898,IPA transcription,ˈdyːsbʊʁk,string
Q2100,Duisburg,P31,instance of,big city,wikibase-item
Q2100,Duisburg,P17,country,Germany,wikibase-item
Q2100,Duisburg,P131,located in the administrative territorial entity,Düsseldorf Government Region,wikibase-item
Q2100,Duisburg,P373,Commons category,Duisburg,string
Q2100,Duisburg,P361,part of,Regionalverband Ruhr,wikibase-item
Q2100,Duisburg,P281,postal code,47279,string
Q2100,Duisburg,P473,local dialing code,02066,string
Q2100,Duisburg,P421,located in time zone,UTC+01:00,wikibase-item
Q2100,Duisburg,P910,topic's main category,Category:Duisburg,wikibase-item
Q2100,Duisburg,P190,twinned administrative body,Vilnius,wikibase-item
